entrez,symbol,term_name,term_id,source
51397,COMMD10,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
23412,COMMD3,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
100532731,COMMD3-BMI1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
28991,COMMD5,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
149951,COMMD7,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
54951,COMMD8,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1311,COMP,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
22820,COPG1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51138,COPS4,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
10980,COPS6,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
10920,COPS8,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
22818,COPZ1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
80219,COQ10B,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
27235,COQ2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51805,COQ3,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51117,COQ4,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51004,COQ6,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1352,COX10,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1353,COX11,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51241,COX16,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
10063,COX17,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
285521,COX18,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
90639,COX19,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1327,COX4I1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1329,COX5B,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1340,COX6B1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1345,COX6C,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1346,COX7A1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1349,COX7B,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1350,COX7C,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1363,CPE,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1371,CPOX,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51692,CPSF3,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
10898,CPSF4,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
11052,CPSF6,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
27297,CRCP,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1387,CREBBP,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
9419,CRIPT,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1399,CRKL,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1407,CRY1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1410,CRYAB,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
158511,CSAG1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
27254,CSDC2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
7812,CSDE1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1445,CSK,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
441521,CT45A5,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
196993,CT62,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
30848,CTAG2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
9811,CTIF,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
56259,CTNNBL1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
9646,CTR9,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
8029,CUBN,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
8452,CUL3,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
23113,CUL9,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51503,CWC15,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
57703,CWC22,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
6376,CX3CL1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
10563,CXCL13,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51167,CYB5R4,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1537,CYC1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
54205,CYCS,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
29785,CYP2S1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
192668,CYS1,Positive hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000047,CRB
10800,CYSLTR1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1602,DACH1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1603,DAD1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
7818,DAP3,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
55157,DARS2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
79007,DBNDD1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
55861,DBNDD2,Positive hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000047,CRB
51163,DBR1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
54876,DCAF16,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
10238,DCAF7,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
50717,DCAF8,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
167227,DCP2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
28960,DCPS,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1639,DCTN1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51164,DCTN4,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
54165,DCUN1D1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
55208,DCUN1D2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51181,DCXR,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1650,DDOST,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
65992,DDRGK1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1653,DDX1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
9188,DDX21,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
9416,DDX23,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
57062,DDX24,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
55661,DDX27,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1654,DDX3X,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51428,DDX41,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
9879,DDX46,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
79009,DDX50,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
57696,DDX55,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
83479,DDX59,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1656,DDX6,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
245939,DEFB128,Positive hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000047,CRB
140881,DEFB129,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
613211,DEFB134,Positive hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000047,CRB
163486,DENND1B,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
23258,DENND5A,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
8562,DENR,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51009,DERL2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
27351,DESI1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
55070,DET1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
28955,DEXI,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1676,DFFA,Positive hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000047,CRB
54487,DGCR8,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1717,DHCR7,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
79947,DHDDS,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
50846,DHH,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
22907,DHX30,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
56919,DHX33,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
60625,DHX35,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
170506,DHX36,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
9785,DHX38,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1660,DHX9,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
23405,DICER1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
58512,DLGAP3,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
9787,DLGAP5,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
55929,DMAP1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
63946,DMRTC2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1657,DMXL1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
55172,DNAAF2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
9093,DNAJA3,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
165721,DNAJB8,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
55735,DNAJC11,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
27000,DNAJC2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
134218,DNAJC21,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
120526,DNAJC24,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
548645,DNAJC25,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
9829,DNAJC6,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
22826,DNAJC8,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
10059,DNM1L,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
8448,DOC2A,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
55715,DOK4,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1798,DPAGT1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
8193,DPF1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
5977,DPF2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1801,DPH1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1802,DPH2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
89978,DPH6,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
92715,DPH7,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
8813,DPM1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
84661,DPY30,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1810,DR1,Positive hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000047,CRB
29102,DROSHA,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
79075,DSCC1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
92126,DSEL,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
113878,DTX2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1841,DTYMK,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
56931,DUS3L,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1850,DUSP8,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1854,DUT,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1778,DYNC1H1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1781,DYNC1I2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51626,DYNC2LI1,Positive hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000047,CRB
85403,EAF1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
55837,EAPP,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
10148,EBI3,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
11319,ECD,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1892,ECHS1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51295,ECSIT,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1933,EEF1B2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1937,EEF1G,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
60678,EEFSEC,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
124989,EFCAB13,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
388795,EFCAB8,Positive hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000047,CRB
2202,EFEMP1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
9343,EFTUD2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
80864,EGFL8,Positive hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000047,CRB
79813,EHMT1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
9538,EI24,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
9451,EIF2AK3,Positive hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000047,CRB
8892,EIF2B2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
8667,EIF3H,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
8669,EIF3J,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
10480,EIF3M,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1977,EIF4E,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1981,EIF4G1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
1982,EIF4G2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
63916,ELMO2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
2006,ELN,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
60481,ELOVL5,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
79993,ELOVL7,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
55250,ELP2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
55140,ELP3,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
26610,ELP4,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
23587,ELP5,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
9694,EMC2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
55831,EMC3,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51234,EMC4,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
56851,EMC7,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
2010,EMD,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
146956,EME1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
197342,EME2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
24139,EML2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
2019,EN1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
2026,ENO2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
56943,ENY2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
2033,EP300,Positive hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000047,CRB
57634,EP400,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
80314,EPC1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
26122,EPC2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
57724,EPG5,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
2050,EPHB4,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
2056,EPO,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
83481,EPPK1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
54869,EPS8L1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
26284,ERAL1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
54821,ERCC6L,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
2079,ERH,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
90459,ERI1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
83715,ESPN,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
23344,ESYT1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
23474,ETHE1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
2130,EWSR1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
55763,EXOC1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
55770,EXOC2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
11336,EXOC3,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
10640,EXOC5,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
23233,EXOC6B,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
23265,EXOC7,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
149371,EXOC8,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51013,EXOSC1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
5394,EXOSC10,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
23404,EXOSC2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51010,EXOSC3,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
54512,EXOSC4,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
56915,EXOSC5,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
118460,EXOSC6,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
5393,EXOSC9,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
2146,EZH2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
474383,F8A2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
474384,F8A3,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
23196,FAM120A,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51306,FAM13B,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
317662,FAM149B1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
145483,FAM161B,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
440585,FAM183A,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
63877,FAM204A,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
125228,FAM210A,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
116151,FAM210B,Positive hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000047,CRB
152756,FAM218A,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
84792,FAM220A,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
26017,FAM32A,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51571,FAM49B,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51307,FAM53C,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
128876,FAM83C,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
9855,FARP2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
60493,FASTKD5,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
84553,FAXC,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
54620,FBXL19,Positive hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000047,CRB
26235,FBXL4,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
26234,FBXL5,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
26232,FBXO2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
23014,FBXO21,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
26263,FBXO22,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
23219,FBXO28,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
54455,FBXO42,Positive hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000047,CRB
23291,FBXW11,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
6468,FBXW4,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
9873,FCHSD2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
2222,FDFT1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
55612,FERMT1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
10979,FERMT2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
2257,FGF12,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
11116,FGFR1OP,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
26127,FGFR1OP2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
51024,FIS1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
2280,FKBP1A,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
79147,FKRP,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
80308,FLAD1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
201163,FLCN,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
10211,FLOT1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
114793,FMNL2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
54874,FNBP1L,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
64778,FNDC3B,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
2339,FNTA,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
8928,FOXH1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
3607,FOXK2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
27086,FOXP1,Positive hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000047,CRB
50943,FOXP3,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
94234,FOXQ1,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
2358,FPR2,Negative hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000048,CRB
10817,FRS3,Positive hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000047,CRB
2488,FSHB,Positive hit with Survival CRISPRi in Glutamatergic Neuron,CRB:0000047,CRB
