term_id,term_name,genes_associated_in_db
C3888081,L-2-hydroxyglutaric acidemia,1
C3888085,PANCREATIC AGENESIS AND CONGENITAL HEART DEFECTS,1
C3888087,"Charcot-Marie-Tooth disease, Type 2I",1
C3888088,SMITH-MCCORT DYSPLASIA 1,1
C3888090,Early onset torsion dystonia,1
C3888093,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 2",1
C3888097,"CATARACT 21, MULTIPLE TYPES",1
C3888098,"Cataract, Autosomal Recessive Congenital 1",1
C3888099,Autosomal dominant vitreoretinochoroidopathy,1
C3888104,Glomerulopathy with fibronectin deposits,1
C3888123,"DEAFNESS, AUTOSOMAL DOMINANT 50",1
C3888124,"CATARACT 17, MULTIPLE TYPES",1
C3888198,"BESTROPHINOPATHY, AUTOSOMAL RECESSIVE",1
C3888208,"SPASTIC PARAPLEGIA 41, AUTOSOMAL DOMINANT",1
C3888209,"SPASTIC PARAPLEGIA 45, AUTOSOMAL RECESSIVE",1
C3888212,SECKEL SYNDROME 4,1
C3888244,AICARDI-GOUTIERES SYNDROME 7,1
C3888271,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IID",1
C3888307,"CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, FLEMISH VARIANT",1
C3888308,"CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, ITALIAN VARIANT",1
C3888309,"CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, IOWA VARIANT",1
C3888316,"Hypercholesterolemia, familial, due to ligand-defective apolipoprotein B",1
C3888317,"Sialidosis, type 2",1
C3888355,"DEAFNESS, AUTOSOMAL RECESSIVE 93",1
C3888385,PEROXISOME BIOGENESIS DISORDER 7A (ZELLWEGER),1
C3888401,"ALBINISM, OCULOCUTANEOUS, TYPE V",1
C3888417,"CATARACT 5, MULTIPLE TYPES",1
C3888924,"Glycogen storage disease due to acid maltase deficiency, infantile onset",1
C3888925,Pompe's disease adult onset,1
C3889474,BARDET-BIEDL SYNDROME 16,1
C3889475,BARDET-BIEDL SYNDROME 19,1
C3890167,"MENTAL RETARDATION, X-LINKED 100",1
C3890168,"MENTAL RETARDATION, X-LINKED 101",1
C3890591,NEPHRONOPHTHISIS 18,1
C3891452,SECKEL SYNDROME 8,1
C3891828,PANCREATIC AGENESIS 1,1
C3892039,BARDET-BIEDL SYNDROME 5,1
C3892048,"DEAFNESS, AUTOSOMAL DOMINANT 65",1
C3892049,"DEAFNESS, AUTOSOMAL RECESSIVE 101",1
C3892050,"DEAFNESS, AUTOSOMAL RECESSIVE 102",1
C3897042,Smoldering Systemic Mastocytosis,1
C3898222,mucosal melanoma,1
C3899155,hereditary neuroblastoma,1
C3900122,Acid-Labile Subunit Deficiency,1
C4011403,"AMELOGENESIS IMPERFECTA, TYPE IA",1
C4011454,CATARACT 42,1
C4011926,WHITE SPONGE NEVUS 1,1
C4011949,IMMUNODEFICIENCY 27A,1
C4011974,"COLOBOMA, OCULAR, AUTOSOMAL RECESSIVE",1
C4012146,DESBUQUOIS DYSPLASIA 1,1
C4012268,"TETRAAMELIA SYNDROME, AUTOSOMAL RECESSIVE",1
C4012395,Congenital disorder of glycosylation type 1y,1
C4012409,"PITUITARY ADENOMA 2, GROWTH HORMONE-SECRETING",1
C4012454,"HEART DEFECTS, CONGENITAL, AND OTHER CONGENITAL ANOMALIES",1
C4012790,Ataxia-Telangiectasisa-Like Disorder 1,1
C4013035,BRAIN SMALL VESSEL DISEASE WITH OR WITHOUT OCULAR ANOMALIES,1
C4013360,"GIANT AXONAL NEUROPATHY 2, AUTOSOMAL DOMINANT",1
C4013648,"POLYMICROGYRIA, BILATERAL TEMPOROOCCIPITAL",1
C4013699,"ATRIAL FIBRILLATION, FAMILIAL, 16",1
C4013764,MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND WITH OR WITHOUT AUTISTIC FEATURES,1
C4013947,IMMUNODEFICIENCY 28,1
C4013948,IMMUNODEFICIENCY 29,1
C4013949,IMMUNODEFICIENCY 30,1
C4013950,IMMUNODEFICIENCY 31A,1
C4014233,IMMUNODEFICIENCY 22,1
C4014239,"MICROCEPHALY, PROGRESSIVE, WITH SEIZURES AND CEREBRAL AND CEREBELLAR ATROPHY",1
C4014258,"IMMUNODEFICIENCY, COMMON VARIABLE, 11",1
C4014261,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 16",1
C4014269,"ATRIAL FIBRILLATION, FAMILIAL, 15",1
C4014283,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 6",1
C4014294,DESBUQUOIS DYSPLASIA 2,1
C4014310,"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 4",1
C4014312,RETINITIS PIGMENTOSA 69,1
C4014321,WHITE SPONGE NEVUS 2,1
C4014339,SHORT STATURE WITH MICROCEPHALY AND DISTINCTIVE FACIES,1
C4014343,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 42",1
C4014347,"PONTOCEREBELLAR HYPOPLASIA, TYPE 10",1
C4014354,"PONTOCEREBELLAR HYPOPLASIA, TYPE 9",1
C4014361,ABDOMINAL OBESITY-METABOLIC SYNDROME 3,1
C4014371,IMMUNODEFICIENCY 23,1
C4014386,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 43",1
C4014393,"CARDIOMYOPATHY, DILATED, WITH WOOLLY HAIR, KERATODERMA, AND TOOTH AGENESIS",1
C4014408,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 7",1
C4014414,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 24",1
C4014419,"AHDC1-related intellectual disability, obstructive sleep apnea, mild dysmorphism syndrome",1
C4014425,"PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 4",1
C4014430,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 21",1
C4014435,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 26",1
C4014440,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 8",1
C4014449,SPERMATOGENIC FAILURE 13,1
C4014454,SPERMATOGENIC FAILURE 14,1
C4014476,"MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 10",1
C4014479,CULLER-JONES SYNDROME,1
C4014488,"PONTOCEREBELLAR HYPOPLASIA, TYPE 2E",1
C4014492,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 23",1
C4014501,CONE-ROD DYSTROPHY 19,1
C4014507,"NEPHROTIC SYNDROME, TYPE 10",1
C4014528,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 27",1
C4014531,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 24",1
C4014534,"CILIARY DYSKINESIA, PRIMARY, 29",1
C4014538,"ADNP-related multiple congenital anomalies, intellectual disability, autism spectrum disorder",1
C4014540,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME,1
C4014545,Tatton Brown Rahman syndrome,1
C4014557,"MYOPATHY, TUBULAR AGGREGATE, 2",1
C4014563,HYPOTRICHOSIS 12,1
C4014578,"AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA5",1
C4014584,"BLEEDING DISORDER, PLATELET-TYPE, 18",1
C4014588,"LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE",1
C4014616,HYPOTRICHOSIS 13,1
C4014617,IMMUNODEFICIENCY 24,1
C4014621,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 25, WITH AMELOGENESIS IMPERFECTA",1
C4014641,DIAMOND-BLACKFAN ANEMIA 13,1
C4014648,FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 2,1
C4014656,"CARDIOMYOPATHY, DILATED, 1NN",1
C4014660,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 20,1
C4014668,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21,1
C4014676,ATAXIA-TELANGIECTASIA-LIKE DISORDER 2,1
C4014681,RETINITIS PIGMENTOSA 70,1
C4014690,"EPIPHYSEAL CHONDRODYSPLASIA, MIURA TYPE",1
C4014700,"ENCEPHALOPATHY, PROGRESSIVE, WITH OR WITHOUT LIPODYSTROPHY",1
C4014708,WEBB-DATTANI SYNDROME,1
C4014722,"STING-ASSOCIATED VASCULOPATHY, INFANTILE-ONSET",1
C4014738,MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 2,1
C4014742,MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 3,1
C4014745,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 44",1
C4014762,"MYOPIA 24, AUTOSOMAL DOMINANT",1
C4014767,"HYPERLIPOPROTEINEMIA, TYPE ID",1
C4014780,OROFACIODIGITAL SYNDROME XIV,1
C4014795,"AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 1",1
C4014803,ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA 2,1
C4014814,"MYOPATHY, CENTRONUCLEAR, 5",1
C4014821,"Cerebellar ataxia, intellectual disability, oculomotor apraxia, cerebellar cysts syndrome",1
C4014831,VESICOURETERAL REFLUX 8,1
C4014833,IMMUNODEFICIENCY 26 WITH OR WITHOUT NEUROLOGIC ABNORMALITIES,1
C4014848,NANOPHTHALMOS 4,1
C4014856,CONE-ROD DYSTROPHY 20,1
C4014863,IMMUNODEFICIENCY 27B,1
C4014864,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 45",1
C4014869,"LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 6",1
C4014918,"BREASTS AND/OR NIPPLES, APLASIA OR HYPOPLASIA OF, 2",1
C4014925,FOCAL SEGMENTAL GLOMERULOSCLEROSIS 7,1
C4014934,IMMUNODEFICIENCY 36,1
C4014939,HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME 2,1
C4014942,"CATARACTS, GROWTH HORMONE DEFICIENCY, SENSORY NEUROPATHY, SENSORINEURAL HEARING LOSS, AND SKELETAL DYSPLASIA",1
C4014954,"NEUTROPENIA, SEVERE CONGENITAL, 6, AUTOSOMAL RECESSIVE",1
C4014958,GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 11,1
C4014962,FANCONI RENOTUBULAR SYNDROME 4 WITH MATURITY-ONSET DIABETES OF THE YOUNG,1
C4014970,ADAMS-OLIVER SYNDROME 5,1
C4014987,"Nail and tooth abnormalities, marginal palmoplantar keratoderma, oral hyperpigmentation syndrome",1
C4014988,HYPOGONADOTROPIC HYPOGONADISM 22 WITH OR WITHOUT ANOSMIA,1
C4014993,FOCAL SEGMENTAL GLOMERULOSCLEROSIS 8,1
C4014997,"MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 1",1
C4015016,"CILIARY DYSKINESIA, PRIMARY, 30",1
C4015019,NEU-LAXOVA SYNDROME 2,1
C4015029,"CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE D",1
C4015038,"MYASTHENIC SYNDROME, CONGENITAL, 7, PRESYNAPTIC",1
C4015050,"DEAFNESS, AUTOSOMAL RECESSIVE 103",1
C4015062,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 22,1
C4015067,AUTOINFLAMMATION WITH INFANTILE ENTEROCOLITIS,1
C4015080,"MICROCEPHALY 13, PRIMARY, AUTOSOMAL RECESSIVE",1
C4015095,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 7",1
C4015119,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 26",1
C4015124,MIRROR MOVEMENTS 3,1
C4015128,"POROKERATOSIS 8, DISSEMINATED SUPERFICIAL ACTINIC TYPE",1
C4015129,"46,XY SEX REVERSAL 9",1
C4015130,"INFLAMMATORY SKIN AND BOWEL DISEASE, NEONATAL, 2",1
C4015141,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 29",1
C4015146,RETINAL DYSTROPHY WITH INNER RETINAL DYSFUNCTION AND GANGLION CELL ABNORMALITIES,1
C4015156,"MICROCEPHALY 12, PRIMARY, AUTOSOMAL RECESSIVE",1
C4015160,"PONTOCEREBELLAR HYPOPLASIA, TYPE 1C",1
C4015167,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 30",1
C4015172,"SIDEROBLASTIC ANEMIA WITH B-CELL IMMUNODEFICIENCY, PERIODIC FEVERS, AND DEVELOPMENTAL DELAY",1
C4015183,"DIABETES MELLITUS, NONINSULIN-DEPENDENT, 5",1
C4015184,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 12",1
C4015186,MONOCARBOXYLATE TRANSPORTER 1 DEFICIENCY,1
C4015195,IMMUNODEFICIENCY 37,1
C4015202,PALMOPLANTAR KERATODERMA AND WOOLLY HAIR,1
C4015214,CTLA4 Haploinsufficiency,1
C4015235,"PSORIASIS 15, PUSTULAR, SUSCEPTIBILITY TO",1
C4015242,"RETINAL DYSTROPHY, JUVENILE CATARACTS, AND SHORT STATURE SYNDROME",1
C4015253,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 9",1
C4015261,POLYENDOCRINE-POLYNEUROPATHY SYNDROME,1
C4015276,FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 4,1
C4015283,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 46",1
C4015285,CARDIAC CONDUCTION DISEASE WITH OR WITHOUT DILATED CARDIOMYOPATHY,1
C4015286,"MACULAR DEGENERATION, EARLY-ONSET",1
C4015293,IMMUNODEFICIENCY 38 WITH BASAL GANGLIA CALCIFICATION,1
C4015301,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 17",1
C4015307,PERRAULT SYNDROME 5,1
C4015316,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 27",1
C4015323,"LEUKODYSTROPHY, HYPOMYELINATING, 9",1
C4015342,"MACULAR DYSTROPHY, VITELLIFORM, 4",1
C4015343,"MACULAR DYSTROPHY, VITELLIFORM, 5",1
C4015344,PEROXISOMAL FATTY ACYL-CoA REDUCTASE 1 DISORDER,1
C4015349,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2S",1
C4015357,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 31",1
C4015360,NEMALINE MYOPATHY 10,1
C4015368,"AORTIC ANEURYSM, FAMILIAL THORACIC 9",1
C4015371,MACULAR DYSTROPHY WITH CENTRAL CONE INVOLVEMENT,1
C4015388,"MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 2",1
C4015395,"GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 9",1
C4015405,"BLEEDING DISORDER, PLATELET-TYPE, 19",1
C4015409,OVARIAN DYSGENESIS 4,1
C4015420,"EPILEPSY, PROGRESSIVE MYOCLONIC 7",1
C4015424,RETINAL DYSTROPHY AND OBESITY,1
C4015436,"ATAXIA, COMBINED CEREBELLAR AND PERIPHERAL, WITH HEARING LOSS AND DIABETES MELLITUS",1
C4015444,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 47",1
C4015447,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 23,1
C4015452,POLYGLUCOSAN BODY MYOPATHY 2,1
C4015461,RUIJS-AALFS SYNDROME,1
C4015474,Chronic atrial and intestinal dysrhythmia,1
C4015495,CEREBELLOFACIODENTAL SYNDROME,1
C4015505,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 18",1
C4015512,AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA,1
C4015513,"MYOPATHY, ISOLATED MITOCHONDRIAL, AUTOSOMAL DOMINANT",1
C4015519,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 28",1
C4015525,LISSENCEPHALY 6 WITH MICROCEPHALY,1
C4015537,THROMBOCYTOPENIA 5,1
C4015542,NEPHRONOPHTHISIS 19,1
C4015552,"FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 5",1
C4015555,FOCAL SEGMENTAL GLOMERULOSCLEROSIS 9,1
C4015557,"AMELOGENESIS IMPERFECTA, TYPE IH",1
C4015596,"MYASTHENIC SYNDROME, CONGENITAL, 15",1
C4015597,"MYASTHENIC SYNDROME, CONGENITAL, 14",1
C4015610,"OSTEOGENESIS IMPERFECTA, TYPE XVI",1
C4015619,"EPILEPSY, PROGRESSIVE MYOCLONIC, 8",1
C4015624,"MYOPATHY, VACUOLAR, WITH CASQ1 AGGREGATES",1
C4015635,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2T",1
C4015643,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 24,1
C4015671,LONG QT SYNDROME 14,1
C4015686,LETHAL CONGENITAL CONTRACTURE SYNDROME 6,1
C4015695,LONG QT SYNDROME 15,1
C4015701,MECKEL SYNDROME 12,1
C4015710,TENORIO SYNDROME,1
C4015728,"NEUROLOGIC, ENDOCRINE, AND PANCREATIC DISEASE, MULTISYSTEM, INFANTILE-ONSET",1
C4016019,DNA Ligase I Deficiency,1
C4016054,Neonatal Marfan syndrome,1
C4016444,GHOSAL HEMATODIAPHYSEAL SYNDROME,1
C4016672,"PHOSPHOLIPASE A2, GROUP IV A, DEFICIENCY OF",1
C4016741,IMMUNODEFICIENCY 32B,1
C4016849,"ADENOCARCINOMA, COLONIC, SOMATIC",1
C4017062,HOMOCYSTINURIA DUE TO MTHFR DEFICIENCY,1
C4017108,"HOMOCYSTEINE, TOTAL PLASMA, ELEVATED",1
C4017171,"TRICHOTHIODYSTROPHY 3, PHOTOSENSITIVE",1
C4017330,"LIPOMA, SOMATIC",1
C4017331,"ANGIOFIBROMA, SOMATIC",1
C4020869,Abnormality of abdomen morphology,1
C4021568,Cortical pulverulent cataract,1
C4021664,Abnormality of the abdominal wall,1
C4021762,Abnormality of the cerebrum,1
C4021813,Oral cleft,1
C4022537,Triangular tongue,1
C4023124,Short digit,1
C4023501,Focal myoclonic seizures,1
C4025845,Abnormality iris morphology,1
C4025886,Severe periodontitis,1
C4039473,3-methylglutaconic aciduria type 5,1
C4040739,"3-methylglutaconic aciduria type IV with sensorineural deafness, encephalopathy and Leigh-like syndrome",1
C4048196,beta-Mannosidosis,1
C4048262,Hydronephrosis Due To Pujo,1
C4049004,CATARACT 40,1
C4049005,"Cataract, total congenital with posterior sutural opacities in Heterozygotes",1
C4049006,Selective immunoglobulin A deficiency,1
C4049050,Opalescent dentin,1
C4049066,Retinal dystrophy with early macular involvement,1
C4049714,Familial Glucocorticoid Deficiency Type 2,1
C4053736,Catecholaminergic Polymorphic Ventricular Tachycardia Type 1,1
C4054695,Familial glucocorticoid deficiency,1
C4072872,obsolete Rod-cone dystrophy,1
C4082171,Hyperammonemia Due to Carbamoyl Phosphate Synthetase 1 Deficiency,1
C4082174,"Thyrotropin deficiency, isolated",1
C4082299,Bulbar palsy,1
C4082952,Unilateral lung agenesis,1
C4083008,"Guillain-Barre Syndrome, Familial",1
C4083048,SPONDYLOCOSTAL DYSOSTOSIS 5,1
C4083251,"Trichothiodystrophy, Nonphotosensitive 1",1
C4084708,"DEAFNESS, AUTOSOMAL DOMINANT 40",1
C4084709,"DEAFNESS, AUTOSOMAL RECESSIVE 97",1
C4084712,"DEAFNESS, AUTOSOMAL DOMINANT 67",1
C4084821,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2U",1
C4084822,JOUBERT SYNDROME 23,1
C4084840,"FANCONI ANEMIA, COMPLEMENTATION GROUP T",1
C4084841,JOUBERT SYNDROME 24,1
C4084842,JOUBERT SYNDROME 25,1
C4084843,JOUBERT SYNDROME 26,1
C4085238,MYOCLONIC-ATONIC EPILEPSY,1
C4085243,MEND SYNDROME,1
C4085249,OPTIC ATROPHY 8,1
C4085250,PAGET DISEASE OF BONE 6,1
C4085251,"PAGET DISEASE OF BONE 2, EARLY-ONSET",1
C4085252,PAGET DISEASE OF BONE 3,1
C4085580,Carbamoyl Phosphate Synthase 1 Deficiency,1
C4085582,"MENTAL RETARDATION, X-LINKED 102",1
C4085595,AL-RAQAD SYNDROME,1
C4085597,CHOPS SYNDROME,1
C4085873,LUSCAN-LUMISH SYNDROME,1
C4087498,Familial LCAT deficiency,1
C4225153,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 1",1
C4225154,"CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME c OXIDASE DEFICIENCY 3",1
C4225155,"ANEMIA, SIDEROBLASTIC, 3, PYRIDOXINE-REFRACTORY",1
C4225156,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 34",1
C4225157,FAMILIAL ADENOMATOUS POLYPOSIS 3,1
C4225158,SPINOCEREBELLAR ATAXIA 41,1
C4225159,"REDUCING BODY MYOPATHY, X-LINKED 1B, WITH LATE CHILDHOOD OR ADULT ONSET",1
C4225160,NUDT15 deficiency,1
C4225161,"HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 3",1
C4225162,"OSTEOCHONDRODYSPLASIA, COMPLEX LETHAL, SYMOENS-BARNES-GISTELINCK TYPE",1
C4225163,MITOCHONDRIAL DNA DEPLETION SYNDROME 14 (CARDIOENCEPHALOMYOPATHIC TYPE),1
C4225164,"ROBINOW SYNDROME, AUTOSOMAL DOMINANT 3",1
C4225165,"NEPHROTIC SYNDROME, TYPE 13",1
C4225166,"NEPHROTIC SYNDROME, TYPE 12",1
C4225167,SPLIT-FOOT MALFORMATION WITH MESOAXIAL POLYDACTYLY,1
C4225168,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 52",1
C4225170,"LEUKODYSTROPHY, HYPOMYELINATING, 13",1
C4225171,"METABOLIC ENCEPHALOMYOPATHIC CRISES, RECURRENT, WITH RHABDOMYOLYSIS, CARDIAC ARRHYTHMIAS, AND NEURODEGENERATION",1
C4225172,"CEREBELLAR ATROPHY, VISUAL IMPAIRMENT, AND PSYCHOMOTOR RETARDATION",1
C4225173,"IMMUNODEFICIENCY, COMMON VARIABLE, 13",1
C4225174,"MYELOPROLIFERATIVE/LYMPHOPROLIFERATIVE NEOPLASMS, FAMILIAL (MULTIPLE TYPES), SUSCEPTIBILITY TO",1
C4225176,SPINAL MUSCULAR ATROPHY WITH CONGENITAL BONE FRACTURES 2,1
C4225177,SPINAL MUSCULAR ATROPHY WITH CONGENITAL BONE FRACTURES 1,1
C4225178,Childhood-onset spasticity with hyperglycinemia,1
C4225179,COWDEN SYNDROME 7,1
C4225180,EVEN-PLUS SYNDROME,1
C4225181,"MYOPATHY, SCAPULOHUMEROPERONEAL",1
C4225182,CATARACT 45,1
C4225183,"BRACHYDACTYLY, TYPE A1, D",1
C4225184,LYMPHATIC MALFORMATION 6,1
C4225186,"PARKINSON DISEASE 23, AUTOSOMAL RECESSIVE EARLY-ONSET",1
C4225187,"EXERCISE INTOLERANCE, RIBOFLAVIN-RESPONSIVE",1
C4225188,MEIER-GORLIN SYNDROME 6,1
C4225189,"MICROCEPHALY, CONGENITAL CATARACT, AND PSORIASIFORM DERMATITIS",1
C4225190,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIp",1
C4225191,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIo",1
C4225192,"MUSCULAR DYSTROPHY, AUTOSOMAL RECESSIVE, WITH CARDIOMYOPATHY AND TRIANGULAR TONGUE",1
C4225193,"CORPUS CALLOSUM, AGENESIS OF, WITH FACIAL ANOMALIES AND CEREBELLAR ATAXIA",1
C4225194,"IgA NEPHROPATHY, SUSCEPTIBILITY TO, 3",1
C4225195,"MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 2",1
C4225196,"HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION",1
C4225197,PREIMPLANTATION EMBRYONIC LETHALITY 1,1
C4225199,CARDIAC ARRHYTHMIA WITH INCREASED SERUM CREATINE KINASE,1
C4225200,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 29,1
C4225201,HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 6,1
C4225202,LAMB-SHAFFER SYNDROME,1
C4225203,"HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 2",1
C4225205,SPINOCEREBELLAR ATAXIA 42,1
C4225206,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 28,1
C4225208,MENTAL RETARDATION AND DISTINCTIVE FACIAL FEATURES WITH OR WITHOUT CARDIAC DEFECTS,1
C4225209,OROFACIAL CLEFT 15,1
C4225210,OOCYTE MATURATION DEFECT 2,1
C4225211,"CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 2",1
C4225212,SECKEL SYNDROME 9,1
C4225213,LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA,1
C4225214,"WOOLLY HAIR, AUTOSOMAL RECESSIVE 3",1
C4225215,SPASTIC PARAPLEGIA AND PSYCHOMOTOR RETARDATION WITH OR WITHOUT SEIZURES,1
C4225217,"HETEROTAXY, VISCERAL, 7, AUTOSOMAL",1
C4225218,"AUTOINFLAMMATORY SYNDROME, FAMILIAL, BEHCET-LIKE",1
C4225219,IMMUNODEFICIENCY 46,1
C4225220,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 51",1
C4225221,RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 2,1
C4225222,TAKENOUCHI-KOSAKI SYNDROME,1
C4225223,"TREMOR, HEREDITARY ESSENTIAL, 5",1
C4225225,"SKIN CREASES, CONGENITAL SYMMETRIC CIRCUMFERENTIAL, 2",1
C4225226,"COENZYME Q10 DEFICIENCY, PRIMARY, 8",1
C4225227,"OPTIC ATROPHY 10 WITH OR WITHOUT ATAXIA, MENTAL RETARDATION, AND SEIZURES",1
C4225228,"NEPHROTIC SYNDROME, TYPE 11",1
C4225229,"CLEFT PALATE, PSYCHOMOTOR RETARDATION, AND DISTINCTIVE FACIAL FEATURES",1
C4225230,"CILIARY DYSKINESIA, PRIMARY, 33",1
C4225231,"TOOTH AGENESIS, SELECTIVE, 7",1
C4225232,"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, FADEN-ALKURAYA TYPE",1
C4225233,RETINAL DYSTROPHY AND IRIS COLOBOMA WITH OR WITHOUT CONGENITAL CATARACT,1
C4225234,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIn",1
C4225235,"MYASTHENIC SYNDROME, CONGENITAL, 19",1
C4225236,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 21",1
C4225237,"RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 5",1
C4225238,"PARKINSON DISEASE 22, AUTOSOMAL DOMINANT",1
C4225239,DESANTO-SHINAWI SYNDROME,1
C4225240,"DEAFNESS, AUTOSOMAL DOMINANT 68",1
C4225241,"DEAFNESS, AUTOSOMAL DOMINANT 69",1
C4225242,DEHYDRATED HEREDITARY STOMATOCYTOSIS 2,1
C4225243,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Z",1
